Date,Open,High,Low,Close,Adj Close,Volume
2011-05-02,0.470584,0.485198,0.470584,0.480814,0.201159,299365137
2011-05-03,0.482276,0.487829,0.473507,0.47643,0.199325,35998674
2011-05-04,0.477014,0.481691,0.477014,0.481691,0.201526,41914061
2011-05-05,0.479645,0.479645,0.477014,0.478768,0.200303,37524563
2011-05-06,0.477891,0.478768,0.467661,0.475261,0.198836,41346129
2011-05-09,0.473799,0.474968,0.46883,0.470584,0.196879,713849
2011-05-10,0.470584,0.470584,0.470584,0.470584,0.196879,0
2011-05-11,0.474968,0.482276,0.474968,0.479353,0.200548,6671489
2011-05-12,0.474092,0.479937,0.473507,0.479937,0.200792,7868936
2011-05-13,0.479353,0.479353,0.474676,0.477891,0.199936,7533651
2011-05-16,0.477891,0.477891,0.477891,0.477891,0.199936,0
2011-05-17,0.470584,0.472045,0.468246,0.470584,0.196879,5915387
2011-05-18,0.469123,0.471461,0.460939,0.461815,0.19321,23801822
2011-05-19,0.461815,0.467077,0.460646,0.462692,0.193577,15142570
2011-05-20,0.462108,0.467369,0.453339,0.465907,0.194922,11245736
2011-05-23,0.460646,0.464154,0.454508,0.464154,0.194189,9357191
2011-05-24,0.4662,0.467661,0.453339,0.458016,0.191621,35858401
2011-05-25,0.457431,0.457431,0.443986,0.444278,0.185873,19853669
2011-05-26,0.443694,0.460354,0.443694,0.459769,0.192354,12631353
2011-05-27,0.455677,0.464738,0.453631,0.461815,0.19321,17780375
2011-05-30,0.45597,0.467077,0.45597,0.4662,0.195045,4984800
2011-05-31,0.467661,0.467661,0.457431,0.467661,0.195656,38468835
2011-06-01,0.463861,0.475553,0.461231,0.473507,0.198102,15033090
2011-06-02,0.467661,0.482276,0.467661,0.479353,0.200548,14824392
2011-06-03,0.473507,0.488121,0.473507,0.488121,0.204216,13866434
2011-06-06,0.484322,0.491629,0.481106,0.488121,0.204216,11163626
2011-06-07,0.485198,0.490167,0.479937,0.487829,0.204094,20271064
2011-06-08,0.487245,0.487537,0.48023,0.484614,0.202749,11197838
2011-06-09,0.482568,0.504782,0.482276,0.499813,0.209108,38626214
2011-06-10,0.495429,0.501274,0.485783,0.501274,0.209719,15871302
2011-06-13,0.501274,0.519104,0.499813,0.505659,0.211553,28191320
2011-06-14,0.508582,0.512966,0.487245,0.500397,0.209352,21102435
2011-06-15,0.499813,0.499813,0.488706,0.493675,0.20654,16442656
2011-06-16,0.482276,0.49309,0.467369,0.491044,0.205439,20524239
2011-06-17,0.488121,0.489291,0.469123,0.482276,0.201771,8115268
2011-06-20,0.477307,0.479353,0.468538,0.473507,0.198102,8204221
2011-06-21,0.470584,0.487537,0.470292,0.485198,0.202993,6373838
2011-06-22,0.478184,0.487537,0.474676,0.474968,0.198713,11146519
2011-06-24,0.478768,0.486075,0.470876,0.473507,0.198102,6432000
2011-06-27,0.481399,0.481399,0.4624,0.467661,0.195656,10055132
2011-06-28,0.467953,0.474676,0.465615,0.474676,0.198591,10763336
2011-06-29,0.473507,0.479937,0.469999,0.479937,0.200792,10103030
2011-06-30,0.475261,0.478476,0.467661,0.474968,0.198713,18204613
2011-07-01,0.476138,0.47643,0.464738,0.473507,0.198102,20671354
2011-07-04,0.471753,0.479353,0.468246,0.479353,0.200548,8618196
2011-07-05,0.482276,0.49309,0.480814,0.490167,0.205072,43679440
2011-07-06,0.489875,0.49046,0.485198,0.488121,0.204216,16456341
2011-07-07,0.489291,0.493967,0.479353,0.479353,0.200548,11728136
2011-07-08,0.47906,0.479353,0.467953,0.47643,0.199325,18259354
2011-07-11,0.470584,0.475845,0.453339,0.454508,0.190153,19306264
2011-07-12,0.4548,0.467661,0.44574,0.4662,0.195045,14687541
2011-07-13,0.466784,0.467077,0.448662,0.460354,0.192599,16394758
2011-07-14,0.454508,0.458893,0.438432,0.438432,0.183427,13277975
2011-07-15,0.441647,0.443109,0.419141,0.423818,0.177313,13240341
2011-07-18,0.425864,0.426156,0.404819,0.405404,0.169609,14088817
2011-07-19,0.408911,0.434925,0.405988,0.432587,0.180982,21075064
2011-07-20,0.435217,0.439309,0.418264,0.418264,0.17499,10024340
2011-07-21,0.423526,0.425279,0.411834,0.419141,0.175357,9490621
2011-07-22,0.419726,0.435509,0.418264,0.435509,0.182205,13466145
2011-07-25,0.419434,0.447201,0.419434,0.424695,0.17768,117076
2011-07-26,0.431125,0.451293,0.426741,0.451293,0.188808,13216392
2011-07-27,0.447201,0.447201,0.425572,0.436679,0.182694,11882094
2011-07-28,0.437848,0.438432,0.413588,0.413588,0.173033,23798401
2011-07-29,0.416511,0.416511,0.398681,0.401896,0.168142,67022
2011-08-01,0.409203,0.416511,0.394004,0.408911,0.171077,8974008
2011-08-02,0.408911,0.413296,0.401604,0.408619,0.170955,10038026
2011-08-03,0.404819,0.410373,0.370621,0.393128,0.164474,18064341
2011-08-04,0.379975,0.379975,0.357468,0.359514,0.15041,15214417
2011-08-05,0.350746,0.366822,0.324732,0.346069,0.144785,23435745
2011-08-08,0.309825,0.33087,0.309825,0.321517,0.134514,13770638
2011-08-09,0.322394,0.334085,0.304856,0.327363,0.136959,30842809
2011-08-10,0.320055,0.328824,0.312456,0.328824,0.137571,29145856
2011-08-11,0.328532,0.365068,0.324732,0.365068,0.152734,17195336
2011-08-12,0.364776,0.38699,0.353376,0.385528,0.161294,16367388
2011-08-15,0.377344,0.394297,0.377344,0.391082,0.163618,8402655
2011-08-16,0.381436,0.388743,0.366237,0.384067,0.160683,8991115
2011-08-17,0.384067,0.391082,0.380267,0.386405,0.161661,10215932
2011-08-18,0.379682,0.387866,0.352499,0.387866,0.162272,9949072
2011-08-19,0.377929,0.386113,0.370914,0.375298,0.157014,17995915
2011-08-22,0.375883,0.384067,0.367406,0.373544,0.15628,8053685
2011-08-23,0.371498,0.375883,0.367406,0.371791,0.155547,9617208
2011-08-24,0.373544,0.373544,0.360391,0.36536,0.152856,10089345
2011-08-25,0.370329,0.379098,0.352792,0.359514,0.15041,7502859
2011-08-26,0.353669,0.360684,0.3449,0.347823,0.145519,13620102
2011-08-29,0.349577,0.355715,0.347823,0.35513,0.148576,23812086
2011-08-30,0.351038,0.36536,0.350746,0.360976,0.151022,17458775
2011-08-31,0.363899,0.377052,0.363899,0.37559,0.157136,33466929
2011-09-01,0.401896,0.409203,0.389036,0.408327,0.170832,50443304
2011-09-02,0.40365,0.420603,0.391666,0.415049,0.173645,35981567
2011-09-05,0.415049,0.415049,0.397512,0.413296,0.172911,18522792
2011-09-06,0.405404,0.429371,0.398389,0.429371,0.179637,20821890
2011-09-08,0.427325,0.443694,0.419141,0.426448,0.178414,22707013
2011-09-09,0.426448,0.42791,0.402481,0.420895,0.176091,14328307
2011-09-12,0.409203,0.425279,0.405404,0.425279,0.177925,15683132
2011-09-13,0.426156,0.43434,0.412419,0.416511,0.174256,13698792
2011-09-14,0.423233,0.424695,0.398096,0.409203,0.171199,28855048
2011-09-15,0.416511,0.422356,0.401896,0.408911,0.171077,12891370
2011-09-16,0.406573,0.417388,0.400435,0.403358,0.168754,32296852
2011-09-19,0.400435,0.408327,0.39722,0.404235,0.16912,10968613
2011-09-20,0.403358,0.405988,0.394589,0.394589,0.165085,15354690
2011-09-21,0.396343,0.400435,0.380559,0.382897,0.160193,19251524
2011-09-22,0.363899,0.374129,0.346654,0.356299,0.149065,22830179
2011-09-23,0.354838,0.360976,0.341685,0.353669,0.147965,26549107
2011-09-26,0.362145,0.362437,0.350746,0.356007,0.148943,16959268
2011-09-27,0.363899,0.368283,0.355422,0.365068,0.152734,13986179
2011-09-28,0.364776,0.36536,0.355422,0.359514,0.15041,12710043
2011-09-29,0.358345,0.36156,0.35513,0.35513,0.148576,16627405
2011-09-30,0.352792,0.352792,0.336131,0.343146,0.143563,32649244
2011-10-03,0.340516,0.344608,0.327655,0.327947,0.137204,18847813
2011-10-04,0.32444,0.332624,0.323271,0.32707,0.136837,15867881
2011-10-05,0.332916,0.339346,0.323563,0.33467,0.140016,10092766
2011-10-06,0.341977,0.343146,0.32707,0.339054,0.141851,11789719
2011-10-07,0.339054,0.344608,0.323855,0.327363,0.136959,13869855
2011-10-10,0.330286,0.339054,0.329993,0.339054,0.141851,15221260
2011-10-11,0.336424,0.343439,0.330286,0.340516,0.142462,19347320
2011-10-13,0.337008,0.350161,0.333793,0.350161,0.146497,24989005
2011-10-14,0.347823,0.357761,0.344023,0.357761,0.149677,24003677
2011-10-17,0.356592,0.357176,0.346361,0.349284,0.14613,17924068
2011-10-18,0.356592,0.357176,0.346361,0.349284,0.14613,17924068
2011-10-19,0.356592,0.370914,0.354253,0.363899,0.152245,31509958
2011-10-20,0.362145,0.36536,0.357761,0.364483,0.152489,19686026
2011-10-21,0.364483,0.368868,0.36156,0.364483,0.152489,18758860
2011-10-24,0.365945,0.370037,0.364483,0.366529,0.153345,16815575
2011-10-25,0.365945,0.370037,0.364483,0.366529,0.153345,16815575
2011-10-26,0.366237,0.368575,0.354253,0.363022,0.151878,14814128
2011-10-27,0.366822,0.368283,0.359514,0.368283,0.154079,21495881
2011-10-28,0.381436,0.385236,0.374129,0.378513,0.158359,36190265
2011-10-31,0.379682,0.393128,0.376759,0.391666,0.163862,19388375
2011-11-01,0.375298,0.379975,0.36536,0.374129,0.156525,11362060
2011-11-03,0.378513,0.385528,0.378513,0.384359,0.160805,17472460
2011-11-04,0.384067,0.38699,0.372667,0.379682,0.158848,13387455
2011-11-07,0.383482,0.393128,0.375006,0.387282,0.162028,27144409
2011-11-08,0.384944,0.394589,0.377636,0.381436,0.159582,44897414
2011-11-09,0.37559,0.377344,0.365652,0.368283,0.154079,25690367
2011-11-10,0.368868,0.37939,0.367114,0.371206,0.155302,12864000
2011-11-11,0.367698,0.367698,0.337593,0.346361,0.144908,63433892
2011-11-14,0.347238,0.349284,0.331162,0.332916,0.139283,35355474
2011-11-16,0.332916,0.332916,0.321517,0.322978,0.135125,41376921
2011-11-17,0.325024,0.33087,0.321809,0.32444,0.135736,33011899
2011-11-18,0.327363,0.329993,0.324732,0.326194,0.13647,16025260
2011-11-21,0.325901,0.325901,0.306902,0.306902,0.128399,22583847
2011-11-22,0.309825,0.312748,0.291996,0.291996,0.122163,30647797
2011-11-23,0.291411,0.291703,0.281181,0.287611,0.120328,22943081
2011-11-24,0.289657,0.297549,0.289657,0.292288,0.122285,17790639
2011-11-25,0.292288,0.29638,0.289365,0.291411,0.121918,12672409
2011-11-28,0.297842,0.30281,0.296672,0.301057,0.125954,15710502
2011-11-29,0.301934,0.301934,0.296088,0.301057,0.125954,8176851
2011-11-30,0.301934,0.320055,0.301934,0.318594,0.133291,73861943
2011-12-01,0.339054,0.348407,0.33087,0.344608,0.144174,91098336
2011-12-02,0.347823,0.352499,0.329701,0.335839,0.140505,40743984
2011-12-05,0.339054,0.344023,0.326194,0.327363,0.136959,27312052
2011-12-06,0.326778,0.32824,0.318594,0.318594,0.133291,19942622
2011-12-07,0.318594,0.321225,0.313041,0.31421,0.131457,13336136
2011-12-08,0.317717,0.319179,0.30281,0.30398,0.127177,10479370
2011-12-09,0.311287,0.311579,0.304856,0.308364,0.129011,9073225
2011-12-12,0.308364,0.308364,0.302518,0.306318,0.128155,7663659
2011-12-13,0.306318,0.306318,0.299011,0.30398,0.127177,10465685
2011-12-14,0.299888,0.300764,0.290827,0.290827,0.121674,25509039
2011-12-15,0.293749,0.299011,0.291119,0.295211,0.123508,22488052
